2026-03-07,THE CORRESPONDENT,Virginia Evans,2,Letters from someone she used to know push Sybil Van Antwerp toward revisiting her past and finding a way to forgive.
2026-03-07,KIN,Tayari Jones,3,"Vernice and Annie, two neighbors without mothers in Louisiana, go on divergent paths in life and are brought back together by tragedy."
2026-03-07,CROSS & SAMPSON,James Patterson and Brian Sitts,4,The 35th book in the Alex Cross series. Detectives Sampson and Cross track crimes over long distances.
2026-03-07,MY HUSBAND'S WIFE,Alice Feeney,5,"In an old house in a seaside town, things may not be what they appear to be."
2026-03-07,ALCHEMISED,SenLinYu,6,"After the war, an imprisoned alchemist is sent to a necromancer to recover her lost memories."
2026-03-07,CARL'S DOOMSDAY SCENARIO,Matt Dinniman,7,"The second book in the ""Dungeon Crawler Carl"" series. Carl and Donut confront an ancient spell and heightened dangers."
2026-03-07,THE WIDOW,John Grisham,8,"When Simon Latch, a lawyer in rural Virginia, is accused of murder, he goes in search of the real killer."
2026-03-07,MORE THAN ENOUGH,Anna Quindlen,9,"After receiving the results from an ancestry test kit, a high school English teacher questions some relationships in her life."
2026-03-07,THE DUNGEON ANARCHIST'S COOKBOOK,Matt Dinniman,10,The third book in the Dungeon Crawler Carl series. Carl and Donut are up against a subway system filled with monsters.
2026-03-07,BRAWLER,Lauren Groff,11,"A collection of nine stories including “Between the Shadow and the Soul,” “Under the Wave” and “Annunciation.”"
2026-03-07,IT'S NOT HER,Mary Kubica,12,Courtney Gray’s vacation is interrupted by two murders and a disappearance of relatives that bring up secrets involving her family and the town.
2026-03-07,VIGIL,George Saunders,13,"In the waning hours of an oil company chief executive’s life, worldly and otherworldly visitors put his time on Earth in perspective."
2026-03-07,HEART THE LOVER,Lily King,14,"Decades after getting caught up in a love triangle, a woman examines choices she once made."
2026-03-07,THE RED WINTER,Cameron Sullivan,15,"In 1785, the Beast of Gévaudan has returned to the French countryside and Sebastian Grave must finish what began two decades ago."
2026-03-08,THE CROSSROADS,C.J. Box,1,"The 26th book in the Joe Pickett series. After Joe takes a gunshot to the head, his daughters seek to find out who did it."
2026-03-08,THE CORRESPONDENT,Virginia Evans,2,Letters from someone she used to know push Sybil Van Antwerp toward revisiting her past and finding a way to forgive.
2026-03-08,KIN,Tayari Jones,3,"Vernice and Annie, two neighbors without mothers in Louisiana, go on divergent paths in life and are brought back together by tragedy."
2026-03-08,CROSS & SAMPSON,James Patterson and Brian Sitts,4,The 35th book in the Alex Cross series. Detectives Sampson and Cross track crimes over long distances.
2026-03-08,MY HUSBAND'S WIFE,Alice Feeney,5,"In an old house in a seaside town, things may not be what they appear to be."
2026-03-08,ALCHEMISED,SenLinYu,6,"After the war, an imprisoned alchemist is sent to a necromancer to recover her lost memories."
2026-03-08,CARL'S DOOMSDAY SCENARIO,Matt Dinniman,7,"The second book in the ""Dungeon Crawler Carl"" series. Carl and Donut confront an ancient spell and heightened dangers."
2026-03-08,THE WIDOW,John Grisham,8,"When Simon Latch, a lawyer in rural Virginia, is accused of murder, he goes in search of the real killer."
2026-03-08,MORE THAN ENOUGH,Anna Quindlen,9,"After receiving the results from an ancestry test kit, a high school English teacher questions some relationships in her life."
2026-03-08,THE DUNGEON ANARCHIST'S COOKBOOK,Matt Dinniman,10,The third book in the Dungeon Crawler Carl series. Carl and Donut are up against a subway system filled with monsters.
2026-03-08,BRAWLER,Lauren Groff,11,"A collection of nine stories including “Between the Shadow and the Soul,” “Under the Wave” and “Annunciation.”"
2026-03-08,IT'S NOT HER,Mary Kubica,12,Courtney Gray’s vacation is interrupted by two murders and a disappearance of relatives that bring up secrets involving her family and the town.
2026-03-08,VIGIL,George Saunders,13,"In the waning hours of an oil company chief executive’s life, worldly and otherworldly visitors put his time on Earth in perspective."
2026-03-08,HEART THE LOVER,Lily King,14,"Decades after getting caught up in a love triangle, a woman examines choices she once made."
2026-03-08,THE RED WINTER,Cameron Sullivan,15,"In 1785, the Beast of Gévaudan has returned to the French countryside and Sebastian Grave must finish what began two decades ago."
2026-03-09,THE CROSSROADS,C.J. Box,1,"The 26th book in the Joe Pickett series. After Joe takes a gunshot to the head, his daughters seek to find out who did it."
2026-03-09,THE CORRESPONDENT,Virginia Evans,2,Letters from someone she used to know push Sybil Van Antwerp toward revisiting her past and finding a way to forgive.
2026-03-09,KIN,Tayari Jones,3,"Vernice and Annie, two neighbors without mothers in Louisiana, go on divergent paths in life and are brought back together by tragedy."
2026-03-09,CROSS & SAMPSON,James Patterson and Brian Sitts,4,The 35th book in the Alex Cross series. Detectives Sampson and Cross track crimes over long distances.
2026-03-09,MY HUSBAND'S WIFE,Alice Feeney,5,"In an old house in a seaside town, things may not be what they appear to be."
2026-03-09,ALCHEMISED,SenLinYu,6,"After the war, an imprisoned alchemist is sent to a necromancer to recover her lost memories."
2026-03-09,CARL'S DOOMSDAY SCENARIO,Matt Dinniman,7,"The second book in the ""Dungeon Crawler Carl"" series. Carl and Donut confront an ancient spell and heightened dangers."
2026-03-09,THE WIDOW,John Grisham,8,"When Simon Latch, a lawyer in rural Virginia, is accused of murder, he goes in search of the real killer."
2026-03-09,MORE THAN ENOUGH,Anna Quindlen,9,"After receiving the results from an ancestry test kit, a high school English teacher questions some relationships in her life."
2026-03-09,THE DUNGEON ANARCHIST'S COOKBOOK,Matt Dinniman,10,The third book in the Dungeon Crawler Carl series. Carl and Donut are up against a subway system filled with monsters.
2026-03-09,BRAWLER,Lauren Groff,11,"A collection of nine stories including “Between the Shadow and the Soul,” “Under the Wave” and “Annunciation.”"
2026-03-09,IT'S NOT HER,Mary Kubica,12,Courtney Gray’s vacation is interrupted by two murders and a disappearance of relatives that bring up secrets involving her family and the town.
2026-03-09,VIGIL,George Saunders,13,"In the waning hours of an oil company chief executive’s life, worldly and otherworldly visitors put his time on Earth in perspective."
2026-03-09,HEART THE LOVER,Lily King,14,"Decades after getting caught up in a love triangle, a woman examines choices she once made."
2026-03-09,THE RED WINTER,Cameron Sullivan,15,"In 1785, the Beast of Gévaudan has returned to the French countryside and Sebastian Grave must finish what began two decades ago."
2026-03-10,THE CROSSROADS,C.J. Box,1,"The 26th book in the Joe Pickett series. After Joe takes a gunshot to the head, his daughters seek to find out who did it."
2026-03-10,THE CORRESPONDENT,Virginia Evans,2,Letters from someone she used to know push Sybil Van Antwerp toward revisiting her past and finding a way to forgive.
2026-03-10,KIN,Tayari Jones,3,"Vernice and Annie, two neighbors without mothers in Louisiana, go on divergent paths in life and are brought back together by tragedy."
2026-03-10,CROSS & SAMPSON,James Patterson and Brian Sitts,4,The 35th book in the Alex Cross series. Detectives Sampson and Cross track crimes over long distances.
2026-03-10,MY HUSBAND'S WIFE,Alice Feeney,5,"In an old house in a seaside town, things may not be what they appear to be."
2026-03-10,ALCHEMISED,SenLinYu,6,"After the war, an imprisoned alchemist is sent to a necromancer to recover her lost memories."
2026-03-10,CARL'S DOOMSDAY SCENARIO,Matt Dinniman,7,"The second book in the ""Dungeon Crawler Carl"" series. Carl and Donut confront an ancient spell and heightened dangers."
2026-03-10,THE WIDOW,John Grisham,8,"When Simon Latch, a lawyer in rural Virginia, is accused of murder, he goes in search of the real killer."
2026-03-10,MORE THAN ENOUGH,Anna Quindlen,9,"After receiving the results from an ancestry test kit, a high school English teacher questions some relationships in her life."
2026-03-10,THE DUNGEON ANARCHIST'S COOKBOOK,Matt Dinniman,10,The third book in the Dungeon Crawler Carl series. Carl and Donut are up against a subway system filled with monsters.
2026-03-10,BRAWLER,Lauren Groff,11,"A collection of nine stories including “Between the Shadow and the Soul,” “Under the Wave” and “Annunciation.”"
2026-03-10,IT'S NOT HER,Mary Kubica,12,Courtney Gray’s vacation is interrupted by two murders and a disappearance of relatives that bring up secrets involving her family and the town.
2026-03-10,VIGIL,George Saunders,13,"In the waning hours of an oil company chief executive’s life, worldly and otherworldly visitors put his time on Earth in perspective."
2026-03-10,HEART THE LOVER,Lily King,14,"Decades after getting caught up in a love triangle, a woman examines choices she once made."
2026-03-10,THE RED WINTER,Cameron Sullivan,15,"In 1785, the Beast of Gévaudan has returned to the French countryside and Sebastian Grave must finish what began two decades ago."
2026-03-11,THE CROSSROADS,C.J. Box,1,"The 26th book in the Joe Pickett series. After Joe takes a gunshot to the head, his daughters seek to find out who did it."
2026-03-11,THE CORRESPONDENT,Virginia Evans,2,Letters from someone she used to know push Sybil Van Antwerp toward revisiting her past and finding a way to forgive.
2026-03-11,KIN,Tayari Jones,3,"Vernice and Annie, two neighbors without mothers in Louisiana, go on divergent paths in life and are brought back together by tragedy."
2026-03-11,CROSS & SAMPSON,James Patterson and Brian Sitts,4,The 35th book in the Alex Cross series. Detectives Sampson and Cross track crimes over long distances.
2026-03-11,MY HUSBAND'S WIFE,Alice Feeney,5,"In an old house in a seaside town, things may not be what they appear to be."
2026-03-11,ALCHEMISED,SenLinYu,6,"After the war, an imprisoned alchemist is sent to a necromancer to recover her lost memories."
2026-03-11,CARL'S DOOMSDAY SCENARIO,Matt Dinniman,7,"The second book in the ""Dungeon Crawler Carl"" series. Carl and Donut confront an ancient spell and heightened dangers."
2026-03-11,THE WIDOW,John Grisham,8,"When Simon Latch, a lawyer in rural Virginia, is accused of murder, he goes in search of the real killer."
2026-03-11,MORE THAN ENOUGH,Anna Quindlen,9,"After receiving the results from an ancestry test kit, a high school English teacher questions some relationships in her life."
2026-03-11,THE DUNGEON ANARCHIST'S COOKBOOK,Matt Dinniman,10,The third book in the Dungeon Crawler Carl series. Carl and Donut are up against a subway system filled with monsters.
2026-03-11,BRAWLER,Lauren Groff,11,"A collection of nine stories including “Between the Shadow and the Soul,” “Under the Wave” and “Annunciation.”"
2026-03-11,IT'S NOT HER,Mary Kubica,12,Courtney Gray’s vacation is interrupted by two murders and a disappearance of relatives that bring up secrets involving her family and the town.
2026-03-11,VIGIL,George Saunders,13,"In the waning hours of an oil company chief executive’s life, worldly and otherworldly visitors put his time on Earth in perspective."
2026-03-11,HEART THE LOVER,Lily King,14,"Decades after getting caught up in a love triangle, a woman examines choices she once made."
2026-03-11,THE RED WINTER,Cameron Sullivan,15,"In 1785, the Beast of Gévaudan has returned to the French countryside and Sebastian Grave must finish what began two decades ago."
2026-03-12,THE CORRESPONDENT,Virginia Evans,1,Letters from someone she used to know push Sybil Van Antwerp toward revisiting her past and finding a way to forgive.
2026-03-12,FELICIA'S FAVORITES,Danielle Steel,2,Felicia Morgan Weston’s will contains revelations that might impact the lives of her five surviving daughters.
2026-03-12,MY HUSBAND'S WIFE,Alice Feeney,3,"In an old house in a seaside town, things may not be what they appear to be."
2026-03-12,BETWEEN TWO FIRES,Christopher Buehlman,4,"In 1348, a disgraced knight shepherds an orphan of the Black Death and winds up on a battlefield of conflicting forces."
2026-03-12,DIRE BOUND,Sable Sorensen,5,"Hoping to rescue her kidnapped sister, Meryn Cooper must survive four months of training while being bound to a feral direwolf."
2026-03-12,KIN,Tayari Jones,6,"Vernice and Annie, two neighbors without mothers in Louisiana, go on divergent paths in life and are brought back together by tragedy."
2026-03-12,THE CROSSROADS,C.J. Box,7,"The 26th book in the Joe Pickett series. After Joe takes a gunshot to the head, his daughters seek to find out who did it."
2026-03-12,LADY TREMAINE,Rachel Hochhauser,8,"In a spin on the Cinderella story, Lady Etheldreda Verity Isolde Tremaine Bramley discovers a royal family secret."
2026-03-12,CROSS & SAMPSON,James Patterson and Brian Sitts,9,The 35th book in the Alex Cross series. Detectives Sampson and Cross track crimes over long distances.
2026-03-12,CARL'S DOOMSDAY SCENARIO,Matt Dinniman,10,"The second book in the ""Dungeon Crawler Carl"" series. Carl and Donut confront an ancient spell and heightened dangers."
2026-03-12,THE WIDOW,John Grisham,11,"When Simon Latch, a lawyer in rural Virginia, is accused of murder, he goes in search of the real killer."
2026-03-12,ALCHEMISED,SenLinYu,12,"After the war, an imprisoned alchemist is sent to a necromancer to recover her lost memories."
2026-03-12,THE DUNGEON ANARCHIST'S COOKBOOK,Matt Dinniman,13,"The third book in the ""Dungeon Crawler Carl"" series. Carl and Donut are up against a subway system filled with monsters."
2026-03-12,WHEN HE WAS WICKED,Julia Quinn,14,The sixth book in the Bridgerton series. Will things between Francesca Bridgerton and Michael Stirling grow into something more or will she marry his cousin?
2026-03-12,TO CAGE A WILD BIRD,Brooke Fast,15,A bounty hunter’s plan to save her brother includes getting arrested but she did not anticipate having feelings for a prison guard.
2026-03-13,THE CORRESPONDENT,Virginia Evans,1,Letters from someone she used to know push Sybil Van Antwerp toward revisiting her past and finding a way to forgive.
2026-03-13,FELICIA'S FAVORITES,Danielle Steel,2,Felicia Morgan Weston’s will contains revelations that might impact the lives of her five surviving daughters.
2026-03-13,MY HUSBAND'S WIFE,Alice Feeney,3,"In an old house in a seaside town, things may not be what they appear to be."
2026-03-13,BETWEEN TWO FIRES,Christopher Buehlman,4,"In 1348, a disgraced knight shepherds an orphan of the Black Death and winds up on a battlefield of conflicting forces."
2026-03-13,DIRE BOUND,Sable Sorensen,5,"Hoping to rescue her kidnapped sister, Meryn Cooper must survive four months of training while being bound to a feral direwolf."
2026-03-13,KIN,Tayari Jones,6,"Vernice and Annie, two neighbors without mothers in Louisiana, go on divergent paths in life and are brought back together by tragedy."
2026-03-13,THE CROSSROADS,C.J. Box,7,"The 26th book in the Joe Pickett series. After Joe takes a gunshot to the head, his daughters seek to find out who did it."
2026-03-13,LADY TREMAINE,Rachel Hochhauser,8,"In a spin on the Cinderella story, Lady Etheldreda Verity Isolde Tremaine Bramley discovers a royal family secret."
2026-03-13,CROSS & SAMPSON,James Patterson and Brian Sitts,9,The 35th book in the Alex Cross series. Detectives Sampson and Cross track crimes over long distances.
2026-03-13,CARL'S DOOMSDAY SCENARIO,Matt Dinniman,10,"The second book in the ""Dungeon Crawler Carl"" series. Carl and Donut confront an ancient spell and heightened dangers."
2026-03-13,THE WIDOW,John Grisham,11,"When Simon Latch, a lawyer in rural Virginia, is accused of murder, he goes in search of the real killer."
2026-03-13,ALCHEMISED,SenLinYu,12,"After the war, an imprisoned alchemist is sent to a necromancer to recover her lost memories."
2026-03-13,THE DUNGEON ANARCHIST'S COOKBOOK,Matt Dinniman,13,"The third book in the ""Dungeon Crawler Carl"" series. Carl and Donut are up against a subway system filled with monsters."
2026-03-13,WHEN HE WAS WICKED,Julia Quinn,14,The sixth book in the Bridgerton series. Will things between Francesca Bridgerton and Michael Stirling grow into something more or will she marry his cousin?
2026-03-13,TO CAGE A WILD BIRD,Brooke Fast,15,A bounty hunter’s plan to save her brother includes getting arrested but she did not anticipate having feelings for a prison guard.
2026-03-14,THE CORRESPONDENT,Virginia Evans,1,Letters from someone she used to know push Sybil Van Antwerp toward revisiting her past and finding a way to forgive.
2026-03-14,FELICIA'S FAVORITES,Danielle Steel,2,Felicia Morgan Weston’s will contains revelations that might impact the lives of her five surviving daughters.
2026-03-14,MY HUSBAND'S WIFE,Alice Feeney,3,"In an old house in a seaside town, things may not be what they appear to be."
2026-03-14,BETWEEN TWO FIRES,Christopher Buehlman,4,"In 1348, a disgraced knight shepherds an orphan of the Black Death and winds up on a battlefield of conflicting forces."
2026-03-14,DIRE BOUND,Sable Sorensen,5,"Hoping to rescue her kidnapped sister, Meryn Cooper must survive four months of training while being bound to a feral direwolf."
2026-03-14,KIN,Tayari Jones,6,"Vernice and Annie, two neighbors without mothers in Louisiana, go on divergent paths in life and are brought back together by tragedy."
2026-03-14,THE CROSSROADS,C.J. Box,7,"The 26th book in the Joe Pickett series. After Joe takes a gunshot to the head, his daughters seek to find out who did it."
2026-03-14,LADY TREMAINE,Rachel Hochhauser,8,"In a spin on the Cinderella story, Lady Etheldreda Verity Isolde Tremaine Bramley discovers a royal family secret."
2026-03-14,CROSS & SAMPSON,James Patterson and Brian Sitts,9,The 35th book in the Alex Cross series. Detectives Sampson and Cross track crimes over long distances.
2026-03-14,CARL'S DOOMSDAY SCENARIO,Matt Dinniman,10,"The second book in the ""Dungeon Crawler Carl"" series. Carl and Donut confront an ancient spell and heightened dangers."
2026-03-14,THE WIDOW,John Grisham,11,"When Simon Latch, a lawyer in rural Virginia, is accused of murder, he goes in search of the real killer."
2026-03-14,ALCHEMISED,SenLinYu,12,"After the war, an imprisoned alchemist is sent to a necromancer to recover her lost memories."
2026-03-14,THE DUNGEON ANARCHIST'S COOKBOOK,Matt Dinniman,13,"The third book in the ""Dungeon Crawler Carl"" series. Carl and Donut are up against a subway system filled with monsters."
2026-03-14,WHEN HE WAS WICKED,Julia Quinn,14,The sixth book in the Bridgerton series. Will things between Francesca Bridgerton and Michael Stirling grow into something more or will she marry his cousin?
2026-03-14,TO CAGE A WILD BIRD,Brooke Fast,15,A bounty hunter’s plan to save her brother includes getting arrested but she did not anticipate having feelings for a prison guard.
2026-03-15,THE CORRESPONDENT,Virginia Evans,1,Letters from someone she used to know push Sybil Van Antwerp toward revisiting her past and finding a way to forgive.
2026-03-15,FELICIA'S FAVORITES,Danielle Steel,2,Felicia Morgan Weston’s will contains revelations that might impact the lives of her five surviving daughters.
2026-03-15,MY HUSBAND'S WIFE,Alice Feeney,3,"In an old house in a seaside town, things may not be what they appear to be."
2026-03-15,BETWEEN TWO FIRES,Christopher Buehlman,4,"In 1348, a disgraced knight shepherds an orphan of the Black Death and winds up on a battlefield of conflicting forces."
2026-03-15,DIRE BOUND,Sable Sorensen,5,"Hoping to rescue her kidnapped sister, Meryn Cooper must survive four months of training while being bound to a feral direwolf."
2026-03-15,KIN,Tayari Jones,6,"Vernice and Annie, two neighbors without mothers in Louisiana, go on divergent paths in life and are brought back together by tragedy."
2026-03-15,THE CROSSROADS,C.J. Box,7,"The 26th book in the Joe Pickett series. After Joe takes a gunshot to the head, his daughters seek to find out who did it."
2026-03-15,LADY TREMAINE,Rachel Hochhauser,8,"In a spin on the Cinderella story, Lady Etheldreda Verity Isolde Tremaine Bramley discovers a royal family secret."
2026-03-15,CROSS & SAMPSON,James Patterson and Brian Sitts,9,The 35th book in the Alex Cross series. Detectives Sampson and Cross track crimes over long distances.
2026-03-15,CARL'S DOOMSDAY SCENARIO,Matt Dinniman,10,"The second book in the ""Dungeon Crawler Carl"" series. Carl and Donut confront an ancient spell and heightened dangers."
2026-03-15,THE WIDOW,John Grisham,11,"When Simon Latch, a lawyer in rural Virginia, is accused of murder, he goes in search of the real killer."
2026-03-15,ALCHEMISED,SenLinYu,12,"After the war, an imprisoned alchemist is sent to a necromancer to recover her lost memories."
2026-03-15,THE DUNGEON ANARCHIST'S COOKBOOK,Matt Dinniman,13,"The third book in the ""Dungeon Crawler Carl"" series. Carl and Donut are up against a subway system filled with monsters."
2026-03-15,WHEN HE WAS WICKED,Julia Quinn,14,The sixth book in the Bridgerton series. Will things between Francesca Bridgerton and Michael Stirling grow into something more or will she marry his cousin?
2026-03-15,TO CAGE A WILD BIRD,Brooke Fast,15,A bounty hunter’s plan to save her brother includes getting arrested but she did not anticipate having feelings for a prison guard.
2026-03-16,THE CORRESPONDENT,Virginia Evans,1,Letters from someone she used to know push Sybil Van Antwerp toward revisiting her past and finding a way to forgive.
2026-03-16,FELICIA'S FAVORITES,Danielle Steel,2,Felicia Morgan Weston’s will contains revelations that might impact the lives of her five surviving daughters.
2026-03-16,MY HUSBAND'S WIFE,Alice Feeney,3,"In an old house in a seaside town, things may not be what they appear to be."
2026-03-16,BETWEEN TWO FIRES,Christopher Buehlman,4,"In 1348, a disgraced knight shepherds an orphan of the Black Death and winds up on a battlefield of conflicting forces."
2026-03-16,DIRE BOUND,Sable Sorensen,5,"Hoping to rescue her kidnapped sister, Meryn Cooper must survive four months of training while being bound to a feral direwolf."
2026-03-16,KIN,Tayari Jones,6,"Vernice and Annie, two neighbors without mothers in Louisiana, go on divergent paths in life and are brought back together by tragedy."
2026-03-16,THE CROSSROADS,C.J. Box,7,"The 26th book in the Joe Pickett series. After Joe takes a gunshot to the head, his daughters seek to find out who did it."
2026-03-16,LADY TREMAINE,Rachel Hochhauser,8,"In a spin on the Cinderella story, Lady Etheldreda Verity Isolde Tremaine Bramley discovers a royal family secret."
2026-03-16,CROSS & SAMPSON,James Patterson and Brian Sitts,9,The 35th book in the Alex Cross series. Detectives Sampson and Cross track crimes over long distances.
2026-03-16,CARL'S DOOMSDAY SCENARIO,Matt Dinniman,10,"The second book in the ""Dungeon Crawler Carl"" series. Carl and Donut confront an ancient spell and heightened dangers."
2026-03-16,THE WIDOW,John Grisham,11,"When Simon Latch, a lawyer in rural Virginia, is accused of murder, he goes in search of the real killer."
2026-03-16,ALCHEMISED,SenLinYu,12,"After the war, an imprisoned alchemist is sent to a necromancer to recover her lost memories."
2026-03-16,THE DUNGEON ANARCHIST'S COOKBOOK,Matt Dinniman,13,"The third book in the ""Dungeon Crawler Carl"" series. Carl and Donut are up against a subway system filled with monsters."
2026-03-16,WHEN HE WAS WICKED,Julia Quinn,14,The sixth book in the Bridgerton series. Will things between Francesca Bridgerton and Michael Stirling grow into something more or will she marry his cousin?
2026-03-16,TO CAGE A WILD BIRD,Brooke Fast,15,A bounty hunter’s plan to save her brother includes getting arrested but she did not anticipate having feelings for a prison guard.
2026-03-17,THE CORRESPONDENT,Virginia Evans,1,Letters from someone she used to know push Sybil Van Antwerp toward revisiting her past and finding a way to forgive.
2026-03-17,FELICIA'S FAVORITES,Danielle Steel,2,Felicia Morgan Weston’s will contains revelations that might impact the lives of her five surviving daughters.
2026-03-17,MY HUSBAND'S WIFE,Alice Feeney,3,"In an old house in a seaside town, things may not be what they appear to be."
2026-03-17,BETWEEN TWO FIRES,Christopher Buehlman,4,"In 1348, a disgraced knight shepherds an orphan of the Black Death and winds up on a battlefield of conflicting forces."
2026-03-17,DIRE BOUND,Sable Sorensen,5,"Hoping to rescue her kidnapped sister, Meryn Cooper must survive four months of training while being bound to a feral direwolf."
2026-03-17,KIN,Tayari Jones,6,"Vernice and Annie, two neighbors without mothers in Louisiana, go on divergent paths in life and are brought back together by tragedy."
2026-03-17,THE CROSSROADS,C.J. Box,7,"The 26th book in the Joe Pickett series. After Joe takes a gunshot to the head, his daughters seek to find out who did it."
2026-03-17,LADY TREMAINE,Rachel Hochhauser,8,"In a spin on the Cinderella story, Lady Etheldreda Verity Isolde Tremaine Bramley discovers a royal family secret."
2026-03-17,CROSS & SAMPSON,James Patterson and Brian Sitts,9,The 35th book in the Alex Cross series. Detectives Sampson and Cross track crimes over long distances.
2026-03-17,CARL'S DOOMSDAY SCENARIO,Matt Dinniman,10,"The second book in the ""Dungeon Crawler Carl"" series. Carl and Donut confront an ancient spell and heightened dangers."
2026-03-17,THE WIDOW,John Grisham,11,"When Simon Latch, a lawyer in rural Virginia, is accused of murder, he goes in search of the real killer."
2026-03-17,ALCHEMISED,SenLinYu,12,"After the war, an imprisoned alchemist is sent to a necromancer to recover her lost memories."
2026-03-17,THE DUNGEON ANARCHIST'S COOKBOOK,Matt Dinniman,13,"The third book in the ""Dungeon Crawler Carl"" series. Carl and Donut are up against a subway system filled with monsters."
2026-03-17,WHEN HE WAS WICKED,Julia Quinn,14,The sixth book in the Bridgerton series. Will things between Francesca Bridgerton and Michael Stirling grow into something more or will she marry his cousin?
2026-03-17,TO CAGE A WILD BIRD,Brooke Fast,15,A bounty hunter’s plan to save her brother includes getting arrested but she did not anticipate having feelings for a prison guard.
2026-03-18,THE CORRESPONDENT,Virginia Evans,1,Letters from someone she used to know push Sybil Van Antwerp toward revisiting her past and finding a way to forgive.
2026-03-18,FELICIA'S FAVORITES,Danielle Steel,2,Felicia Morgan Weston’s will contains revelations that might impact the lives of her five surviving daughters.
2026-03-18,MY HUSBAND'S WIFE,Alice Feeney,3,"In an old house in a seaside town, things may not be what they appear to be."
2026-03-18,BETWEEN TWO FIRES,Christopher Buehlman,4,"In 1348, a disgraced knight shepherds an orphan of the Black Death and winds up on a battlefield of conflicting forces."
2026-03-18,DIRE BOUND,Sable Sorensen,5,"Hoping to rescue her kidnapped sister, Meryn Cooper must survive four months of training while being bound to a feral direwolf."
2026-03-18,KIN,Tayari Jones,6,"Vernice and Annie, two neighbors without mothers in Louisiana, go on divergent paths in life and are brought back together by tragedy."
2026-03-18,THE CROSSROADS,C.J. Box,7,"The 26th book in the Joe Pickett series. After Joe takes a gunshot to the head, his daughters seek to find out who did it."
2026-03-18,LADY TREMAINE,Rachel Hochhauser,8,"In a spin on the Cinderella story, Lady Etheldreda Verity Isolde Tremaine Bramley discovers a royal family secret."
2026-03-18,CROSS & SAMPSON,James Patterson and Brian Sitts,9,The 35th book in the Alex Cross series. Detectives Sampson and Cross track crimes over long distances.
2026-03-18,CARL'S DOOMSDAY SCENARIO,Matt Dinniman,10,"The second book in the ""Dungeon Crawler Carl"" series. Carl and Donut confront an ancient spell and heightened dangers."
2026-03-18,THE WIDOW,John Grisham,11,"When Simon Latch, a lawyer in rural Virginia, is accused of murder, he goes in search of the real killer."
2026-03-18,ALCHEMISED,SenLinYu,12,"After the war, an imprisoned alchemist is sent to a necromancer to recover her lost memories."
2026-03-18,THE DUNGEON ANARCHIST'S COOKBOOK,Matt Dinniman,13,"The third book in the ""Dungeon Crawler Carl"" series. Carl and Donut are up against a subway system filled with monsters."
2026-03-18,WHEN HE WAS WICKED,Julia Quinn,14,The sixth book in the Bridgerton series. Will things between Francesca Bridgerton and Michael Stirling grow into something more or will she marry his cousin?
2026-03-18,TO CAGE A WILD BIRD,Brooke Fast,15,A bounty hunter’s plan to save her brother includes getting arrested but she did not anticipate having feelings for a prison guard.
2026-03-19,JUDGE STONE,Viola Davis and James Patterson,1,"Judge Mary Stone oversees an ethically complex case in her courtroom in Union Springs, Ala."
2026-03-19,THE WINGS THAT BIND,Briar Boleyn,2,The third book in the Bloodwing Academy series. A second dragon awakens and a new headmaster arrives.
2026-03-19,THE CORRESPONDENT,Virginia Evans,3,Letters from someone she used to know push Sybil Van Antwerp toward revisiting her past and finding a way to forgive.
2026-03-19,KIN,Tayari Jones,4,"Vernice and Annie, two neighbors without mothers in Louisiana, go on divergent paths in life and are brought back together by tragedy."
2026-03-19,CARL'S DOOMSDAY SCENARIO,Matt Dinniman,5,"The second book in the ""Dungeon Crawler Carl"" series. Carl and Donut confront an ancient spell and heightened dangers."
2026-03-19,THE CROSSROADS,C.J. Box,6,"The 26th book in the Joe Pickett series. After Joe takes a gunshot to the head, his daughters seek to find out who did it."
2026-03-19,BETWEEN TWO FIRES,Christopher Buehlman,7,"In 1348, a disgraced knight shepherds an orphan of the Black Death and winds up on a battlefield of conflicting forces."
2026-03-19,MY HUSBAND'S WIFE,Alice Feeney,8,"In an old house in a seaside town, things may not be what they appear to be."
2026-03-19,FELICIA'S FAVORITES,Danielle Steel,9,Felicia Morgan Weston’s will contains revelations that might impact the lives of her five surviving daughters.
2026-03-19,THE WIDOW,John Grisham,10,"When Simon Latch, a lawyer in rural Virginia, is accused of murder, he goes in search of the real killer."
2026-03-19,ALCHEMISED,SenLinYu,11,"After the war, an imprisoned alchemist is sent to a necromancer to recover her lost memories."
2026-03-19,THE DUNGEON ANARCHIST'S COOKBOOK,Matt Dinniman,12,"The third book in the ""Dungeon Crawler Carl"" series. Carl and Donut are up against a subway system filled with monsters."
2026-03-19,THIS STORY MIGHT SAVE YOUR LIFE,Tiffany Crum,13,"When a host of a humorous podcast about near-death experiences disappears, her co-host becomes a prime suspect."
2026-03-19,CROSS & SAMPSON,James Patterson and Brian Sitts,14,The 35th book in the Alex Cross series. Detectives Sampson and Cross track crimes over long distances.
2026-03-19,LADY TREMAINE,Rachel Hochhauser,15,"In a spin on the Cinderella story, Lady Etheldreda Verity Isolde Tremaine Bramley discovers a royal family secret."
2026-03-20,JUDGE STONE,Viola Davis and James Patterson,1,"Judge Mary Stone oversees an ethically complex case in her courtroom in Union Springs, Ala."
2026-03-20,THE WINGS THAT BIND,Briar Boleyn,2,The third book in the Bloodwing Academy series. A second dragon awakens and a new headmaster arrives.
